X,Y,OBJECTID,TYPE,PARK_NAME,REC_AREA,OWNERSHIP,CLASSIFICATION,LONGITUDE,LATITUDE
595076.348299999721348,4787977.3375,220,Baseball,,Lower Hamilton,City,,-79.82900243441125,43.23860224799451
595169.113900000229478,4787930.5292,221,Baseball,,Lower Hamilton,City,,-79.82786821041708,43.2381691408427
596738.469100000336766,4789781.30159999989,222,Baseball,,Lower Hamilton,City,,-79.80821879163567,43.254631523742866
594844.5762,4789352.3672,223,Baseball,,Lower Hamilton,City,,-79.83161985887355,43.25101058731212
594818.477,4789266.977499999106,224,Baseball,,Lower Hamilton,City,,-79.83195599890793,43.2502451221551
594882.8739,4789279.459699999541,225,Baseball,,Lower Hamilton,City,,-79.83116072310142,43.250349395208794
594960.320399999619,4789390.097599999979,226,Soccer,,Lower Hamilton,City,,-79.830187807904,43.25133569586179
593581.035400000400841,4789544.990499999374,227,Soccer,,Lower Hamilton,School,,-79.84714945773221,43.25290265706242
593870.963200000114739,4790278.888199999928,228,Baseball,,Lower Hamilton,City,,-79.84345341724524,43.2594737782303
593768.83600000012666,4790304.9874,229,Soccer,,Lower Hamilton,City,,-79.84470699189062,43.25972145874208
592951.818099999800324,4790909.240199999884,230,Basketball,,Lower Hamilton,City,,-79.85466921553254,43.2652626818822
592768.556499999948,4791861.293,231,Baseball,,Lower Hamilton,City,,-79.85676645244291,43.27385647351785
592797.492499999701977,4791804.5556,232,Baseball,,Lower Hamilton,City,,-79.85641949434599,43.27334211083684
592856.4994,4791748.3856,233,Baseball,,Lower Hamilton,City,,-79.855701947513,43.272829148982964
589070.132199999876,4791176.047599999234,234,Soccer,,West Hamilton/Dundas,City,,-79.90244649381839,43.2681336070089
589032.685499999672174,4791127.253499999642,235,Baseball,,West Hamilton/Dundas,City,,-79.90291573214165,43.26769873892808
589007.721099999733269,4791005.8355,236,Baseball,,West Hamilton/Dundas,City,,-79.90324292343661,43.2666085609854
588899.636400000192225,4790909.38199999928,237,Baseball,,West Hamilton/Dundas,City,,-79.90459008122295,43.26575294863649
588932.544099999591708,4791124.98399999924,238,Soccer,,West Hamilton/Dundas,City,,-79.90414984628356,43.26769013370853
588354.674100000411272,4791196.473,239,Soccer,,West Hamilton/Dundas,School,,-79.91125777338276,43.26840174116211
588224.178199999966,4791161.863199999556,240,Soccer,,West Hamilton/Dundas,School,,-79.91287105889926,43.26810544016187
588084.036999999545515,4791017.183,241,Soccer,,West Hamilton/Dundas,School,,-79.9146207703716,43.26681927408532
587996.94510000012815,4791027.6794,242,Soccer,,West Hamilton/Dundas,School,,-79.91569205744172,43.26692395049806
587994.675599999725819,4790992.7859,243,Soccer,,West Hamilton/Dundas,School,,-79.91572559400255,43.26661006774948
588232.121500000357628,4790165.83899999969,244,Soccer,,West Hamilton/Dundas,School,,-79.91293278087262,43.25913725385431
588263.326999999582767,4790165.83899999969,245,Soccer,,West Hamilton/Dundas,School,,-79.91254837969852,43.259133599884926
588286.589300000108778,4790166.690099999309,246,Soccer,,West Hamilton/Dundas,School,,-79.91226168973246,43.25913853731971
588310.418999999761581,4790166.973799999803,247,Soccer,,West Hamilton/Dundas,School,,-79.91196810158802,43.25913829945764
587148.721699999645352,4789449.2463,248,Baseball,,West Hamilton/Dundas,City,,-79.92639189464515,43.25281175436199
587178.792500000447035,4789364.707599999383,249,Baseball,,West Hamilton/Dundas,City,,-79.92603488389027,43.25204716671087
587085.175900000147521,4789393.6436,250,Baseball,,West Hamilton/Dundas,City,,-79.92718338582078,43.252318501842545
587044.892400000244379,4789263.715099999681,251,Baseball,,West Hamilton/Dundas,City,,-79.92770008454542,43.251153393167904
587115.814000000245869,4789255.2045,252,Baseball,,West Hamilton/Dundas,City,,-79.92682790095105,43.25106857889935
587084.324799999594688,4789692.649499999359,253,Soccer,,West Hamilton/Dundas,School,,-79.92714660864952,43.25501058223689
586963.826899999752641,4790834.9813,254,Baseball,,West Hamilton/Dundas,School,,-79.9284504900747,43.26530902446215
587088.6491,4790771.435499999672,255,Baseball,,West Hamilton/Dundas,School,,-79.9269227727698,43.264722498921365
587188.506799999624491,4790703.918099999428,256,Baseball,,West Hamilton/Dundas,School,,-79.92570326133954,43.26410308544112
586349.361399999819696,4791737.672599999234,257,Soccer,,West Hamilton/Dundas,City,,-79.93587892996514,43.27350672081733
586562.693799999542534,4791775.1193,258,Soccer,,West Hamilton/Dundas,City,,-79.93324449789498,43.27381937161086
586599.573099999688566,4791842.069299999624,259,Soccer,,West Hamilton/Dundas,City,,-79.93277955935616,43.274417890402695
586621.13329999987,4791873.2749,260,Soccer,,West Hamilton/Dundas,City,,-79.93250899365079,43.274696357718405
586403.261800000444055,4791868.735899999738,261,Soccer,,West Hamilton/Dundas,City,,-79.93519422823391,43.27468051598422
586408.935600000433624,4791575.403799999505,262,Soccer,,West Hamilton/Dundas,City,,-79.93517036871808,43.272038966567756
585069.934100000187755,4791669.0204,263,Baseball,,West Hamilton/Dundas,City,,-79.95165387555132,43.2730342124367
585186.813,4791697.956499999389,264,Baseball,,West Hamilton/Dundas,City,,-79.95020929469884,43.27328151943838
585109.6502,4791588.4534,265,Baseball,,West Hamilton/Dundas,City,,-79.95117697775753,43.272304369140045
585132.345099999569356,4791491.9999,266,Baseball,,West Hamilton/Dundas,City,,-79.95091226682617,43.271433419463754
585195.323599999770522,4791562.6379,267,Tennis,,West Hamilton/Dundas,City,,-79.9501253769152,43.27206226404504
585181.423000000417233,4791570.8648,268,Tennis,,West Hamilton/Dundas,City,,-79.95029537538943,43.27213790414021
585197.309399999678135,4791604.6235,269,Tennis,,West Hamilton/Dundas,City,,-79.95009441104601,43.27244004231134
585185.110899999738,4791612.8504,270,Tennis,,West Hamilton/Dundas,City,,-79.95024343833742,43.27251548997926
585171.210199999623001,4791620.51,271,Tennis,,West Hamilton/Dundas,City,,-79.9504135260043,43.27258602176085
592924.58420000039041,4791658.1732,272,Baseball,,Lower Hamilton,City,,-79.85487831187821,43.27200858393296
592950.683400000445545,4791796.6124,273,Soccer,,Lower Hamilton,City,,-79.854533373639,43.27325171185759
592373.948200000450015,4791331.3661,274,Baseball,,Lower Hamilton,School,,-79.86171739142924,43.26913409921394
591420.193300000391901,4790682.007099999115,275,Baseball,,Lower Hamilton,City,,-79.87357565818112,43.26340430487149
591499.909300000406802,4790708.957299999893,276,Basketball,,Lower Hamilton,City,,-79.87258915466838,43.26363726056494
591514.377299999818206,4790702.716199999675,277,Basketball,,Lower Hamilton,City,,-79.87241195874999,43.26357931536579
591530.547500000335276,4790695.62399999984,278,Basketball,,Lower Hamilton,City,,-79.87221393607147,43.26351350111168
591318.917100000195205,4790523.8517,279,Soccer,,Lower Hamilton,School,,-79.87484951072747,43.26199272224886
590579.062,4790628.815799999982,280,Baseball,,Lower Hamilton,City,,-79.88394637981347,43.26302700308636
590557.501899999566376,4790471.086,281,Baseball,,Lower Hamilton,City,,-79.88423791628185,43.261609558044114
590631.8278,4789564.139399999753,282,Soccer,,Lower Hamilton,City,,-79.88347153121252,43.25343540928456
590576.508899999782443,4789679.599899999797,283,Tennis,,Lower Hamilton,City,,-79.88413391825311,43.254481546924374
590590.4095,4789675.912,284,Tennis,,Lower Hamilton,City,,-79.88396330608644,43.25444667411047
590610.267599999905,4789669.6709,285,Tennis,,Lower Hamilton,City,,-79.88371973472738,43.25438809870875
590623.033499999903,4789665.6993,286,Tennis,,Lower Hamilton,City,,-79.88356314672508,43.25435080768265
590636.3668,4789661.7276,287,Tennis,,Lower Hamilton,City,,-79.88339957042604,43.25431344822186
590649.132699999958,4789657.188699999824,288,Tennis,,Lower Hamilton,City,,-79.88324307616885,43.25427104871123
590663.316999999806285,4789652.933399999514,289,Tennis,,Lower Hamilton,City,,-79.88306906424694,43.25423103240868
590676.082899999804795,4789648.961699999869,290,Tennis,,Lower Hamilton,City,,-79.88291247706073,43.25419374049949
589978.213499999605119,4788706.83799999952,291,Soccer,,Lower Hamilton,City,,-79.8916621497705,43.245795420447465
590050.269899999722838,4788673.6466,292,Baseball,,Lower Hamilton,City,,-79.89078015520408,43.24548799607993
590120.056900000199676,4788660.5971,293,Baseball,,Lower Hamilton,City,,-79.88992282639647,43.24536217271291
592233.523299999535084,4789085.5598,294,Soccer,,Lower Hamilton,City,,-79.86382350362177,43.24893251859072
592281.182599999942,4789068.254899999127,295,Soccer,,Lower Hamilton,City,,-79.86323942365533,43.248770891927435
592378.203499999828637,4789017.47499999963,296,Soccer,,Lower Hamilton,City,,-79.86205302024503,43.2483018426782
590601.189600000157952,4790670.8015,297,Tennis,,Lower Hamilton,City,,-79.88366688230067,43.263402338116805
590615.9413,4790666.8298,298,Tennis,,Lower Hamilton,City,,-79.88348580799442,43.26336480802402
590629.558299999684095,4790663.141899999231,299,Tennis,,Lower Hamilton,City,,-79.88331866627459,43.26332996814579
590030.979199999943,4791140.8704,300,Baseball,,Lower Hamilton,City,,-79.89061451636239,43.26770270258198
590035.518199999816716,4791093.211,301,Baseball,,Lower Hamilton,City,,-79.89056638966716,43.26727308392179
589983.887199999764562,4791388.81269999966,302,Soccer,,Lower Hamilton,City,,-79.89115416485676,43.26994054647127
589985.589300000108778,4791499.4505,303,Soccer,,Lower Hamilton,City,,-79.89111510890717,43.27093641272816
589994.667299999855459,4791610.6557,304,Soccer,,Lower Hamilton,City,,-79.89098508175836,43.271936505718664
589284.599299999885261,4790380.5899,305,Tennis,,West Hamilton/Dundas,School,,-79.89993320608257,43.260946708539905
589298.216300000436604,4790377.4693,306,Tennis,,West Hamilton/Dundas,School,,-79.89976596908886,43.260917000725755
589273.251899999566376,4790345.412699999288,307,Tennis,,West Hamilton/Dundas,School,,-79.90007869366418,43.260631352332624
589288.571000000461936,4790342.292199999094,308,Tennis,,West Hamilton/Dundas,School,,-79.89989048970557,43.26060144307209
589235.2379,4790425.412399999797,309,Soccer,,West Hamilton/Dundas,School,,-79.9005340121439,43.26135609292209
589124.599999999627471,4791295.196,310,Soccer,,West Hamilton/Dundas,City,,-79.90175615449758,43.269199860239716
589087.153400000184774,4791223.139599999413,311,Soccer,,West Hamilton/Dundas,City,,-79.90222917022112,43.268555564354386
590081.034099999815226,4787336.4067,312,Baseball,,Hamilton Mountain,City,,-79.89061975030201,43.23344512251605
589726.077600000426173,4788134.9395,313,Tennis,,Hamilton Mountain,School,,-79.89486043766685,43.240676648921216
589739.956000000238419,4788129.8847,314,Tennis,,Hamilton Mountain,School,,-79.8946903542179,43.24062948882381
589753.205400000326335,4788125.428099999204,315,Tennis,,Hamilton Mountain,School,,-79.89452791829797,43.240587788611016
589768.568599999882281,4788119.919299999252,316,Tennis,,Hamilton Mountain,School,,-79.89433962497223,43.240536364443635
582625.405199999921,4790229.5938,317,Soccer,,West Hamilton/Dundas,City,,-79.98198991892123,43.26034680304711
582603.561300000175834,4790184.4876,318,Soccer,,West Hamilton/Dundas,City,,-79.98226577585801,43.259943095026884
582726.397699999623001,4790195.267699999735,319,Baseball,,West Hamilton/Dundas,City,,-79.98075096065038,43.26002667705265
583484.976099999621511,4790893.988199999556,320,Baseball,,West Hamilton/Dundas,City,,-79.97130027273337,43.26623376011336
583551.926199999637902,4790851.4352,321,Baseball,,West Hamilton/Dundas,City,,-79.97048190330115,43.265843225036306
580540.733,4785759.825099999085,322,Baseball,,Ancaster,City,,-80.00832384721505,43.22032955212428
580498.747399999760091,4785704.2225,323,Baseball,,Ancaster,City,,-80.00884883896573,43.219833419739565
580554.349999999627471,4785670.180099999532,324,Baseball,,Ancaster,City,,-80.00816929382445,43.21952098955085
580587.257699999958,4785716.7048,325,Baseball,,Ancaster,City,,-80.0077573824997,43.219936355697364
580679.739599999972,4785788.761199999601,326,Soccer,,Ancaster,City,,-80.006608319835,43.220575226357795
580704.704,4785745.0734,327,Soccer,,Ancaster,City,,-80.00630737203275,43.2201792192377
580703.001899999566376,4785610.6059,328,Soccer,,Ancaster,City,,-80.00634798844169,43.21896873807844
580766.5477,4785495.9965,329,Soccer,,Ancaster,City,,-80.0055824691539,43.217930066934564
580780.164699999616,4785443.230699999258,330,Soccer,,Ancaster,City,,-80.00542256053573,43.21745353920679
580944.70299999975,4785148.7639,331,Soccer,,Ancaster,School,,-80.00344021847769,43.21478471217608
581002.5751,4785058.5515,332,Soccer,,Ancaster,School,,-80.00274106168376,43.21396628687925
581016.192099999636412,4784996.140399999917,333,Soccer,,Ancaster,School,,-80.00258260042264,43.213402914361296
580929.951299999840558,4784993.3035,334,Soccer,,Ancaster,School,,-80.00364459777423,43.21338662412213
580915.766900000162423,4785050.6082,335,Soccer,,Ancaster,School,,-80.0038108013551,43.213904081526614
580832.362999999895692,4785052.877699999139,336,Soccer,,Ancaster,School,,-80.00483713892348,43.21393345075846
580772.221400000154972,4785040.3955,337,Soccer,,Ancaster,School,,-80.00557928539598,43.213827506432956
580714.349299999885261,4785021.672199999914,338,Soccer,,Ancaster,School,,-80.0062944052846,43.21366512341589
580748.959099999628961,4784938.835699999705,339,Soccer,,Ancaster,School,,-80.00588048902556,43.212915611698975
580822.150299999862909,4784958.126399999484,340,Soccer,,Ancaster,School,,-80.00497672433167,43.21308146044641
580751.796,4784346.21399999969,341,Basketball,,Ancaster,City,,-80.00593223274858,43.20757969812922
581682.855999999679625,4784379.972699999809,342,Baseball,,Ancaster,City,,-79.99446746051774,43.207783483463906
581881.436700000427663,4784450.32699999958,343,Baseball,,Ancaster,School,,-79.99201283056236,43.20839539843735
582008.528400000184774,4784413.447799999267,344,Soccer,,Ancaster,School,,-79.99045400513023,43.20804956642107
581905.833700000308454,4784389.050699999556,345,Soccer,,Ancaster,School,,-79.99172162836813,43.207841058776545
581996.613499999978,4784479.830499999225,346,Soccer,,Ancaster,School,,-79.99059080123686,43.20864852802049
581784.41579999961,4783630.4723,347,Soccer,,Ancaster,School,,-79.9933284008738,43.20102445528237
581981.8618,4783687.777,348,Tennis,,Ancaster,City,,-79.99088993427485,43.20151898198872
581998.315600000321865,4783687.209699999541,349,Tennis,,Ancaster,City,,-79.99068752000919,43.20151208725655
581989.804999999701977,4783632.174399999902,350,Basketball,,Ancaster,City,,-79.99080042845769,43.20101750859546
582098.740699999966,4783699.1245,351,Soccer,,Ancaster,City,,-79.98944981083753,43.20160844968091
582115.1946,4783805.2233,352,Soccer,,Ancaster,City,,-79.98923154111168,43.20256190761718
582152.641200000420213,4783805.790699999779,353,Soccer,,Ancaster,City,,-79.98877059053623,43.20256294288013
582184.1305,4783686.784099999815,354,Soccer,,Ancaster,City,,-79.9884007485058,43.20148805653886
584832.204599999822676,4785932.874099999666,355,Baseball,,Ancaster,City,,-79.955465917811,43.22141735144839
585123.550900000147521,4785947.909499999136,356,Basketball,,Ancaster,School,,-79.95187685587567,43.22151991077088
585214.046900000423193,4785877.2715,357,Soccer,,Ancaster,School,,-79.95077367096815,43.22087372718555
585292.911899999715388,4785850.3212,358,Baseball,,Ancaster,City,,-79.94980694525574,43.22062217861442
585331.776899999939,4785702.5204,359,Soccer,,Ancaster,City,,-79.94935133801116,43.219287100906854
585422.556699999608099,4785723.229599999264,360,Soccer,,Ancaster,City,,-79.94823059037884,43.219463280103625
585503.407399999909,4785755.286199999973,361,Tennis,,Ancaster,City,,-79.94723031044335,43.21974273702438
585541.137799999676645,4785765.215199999511,362,Basketball,,Ancaster,City,,-79.9467642897565,43.21982785462142
585621.704800000414252,4786657.977399999276,363,Soccer,,Ancaster,City,,-79.94563393786753,43.227856443934634
583159.019999999552965,4786269.893899999559,364,Soccer,,Ancaster,City,,-79.97601369709938,43.22463787823203
583200.012799999676645,4786264.5039,365,Tennis,,Ancaster,City,,-79.97550982106078,43.22458483111357
583195.757500000298023,4786251.738,366,Tennis,,Ancaster,City,,-79.9755641356163,43.22447036512028
583191.360299999825656,4786238.830199999735,367,Tennis,,Ancaster,City,,-79.97562021766974,43.224354637677806
586510.211799999698997,4787865.206499999389,368,Baseball,,Ancaster,City,,-79.93450514356063,43.238623966862896
584684.687400000169873,4784870.3253,369,Basketball,,Ancaster,City,,-79.95744499805869,43.21186752295072
579286.37430000025779,4784918.786699999124,370,Soccer,,Wentworth,City,,-80.02388700932276,43.21289014240883
579323.801099999807775,4784840.1905,371,Soccer,,Wentworth,City,,-80.02343759742234,43.21217857414572
579366.039800000376999,4784763.73299999908,372,Soccer,,Wentworth,City,,-80.02292865649514,43.21148575363934
599159.441200000233948,4783766.5776,373,Baseball,,Upper Stoney Creek,City,,-79.77948090131977,43.20016828198152
585516.99170000012964,4789840.671,374,Tennis,,West Hamilton/Dundas,City,,-79.9464294850992,43.256522694154846
597071.2336,4775168.31279999949,375,Baseball,,Glanbrook,City,,-79.8066861041544,43.123030467314734
597039.460699999704957,4775112.4265,376,Baseball,,Glanbrook,City,,-79.8070863883421,43.122531398671896
594621.03110000025481,4775971.43,377,Baseball,,Glanbrook,City,,-79.83666369144835,43.130571090801595
594708.973899999633431,4776004.3376,378,Soccer,,Glanbrook,City,,-79.83557705828856,43.13085636215955
594698.193900000303984,4775960.082499999553,379,Soccer,,Glanbrook,City,,-79.8357171285347,43.130459280810086
594767.9808,4775970.8626,380,Soccer,,Glanbrook,City,,-79.83485745241947,43.13054760130428
594742.449,4775886.8913,381,Soccer,,Glanbrook,City,,-79.83518564250807,43.12979480184846
594730.534099999815226,4775850.012,382,Soccer,,Glanbrook,City,,-79.83533840088096,43.129464267892565
594716.349799999967,4775798.3811,383,Soccer,,Glanbrook,City,,-79.83552157377451,43.12900120762576
594705.002299999818206,4775755.2607,384,Soccer,,Glanbrook,City,,-79.83566842013059,43.128614413302365
594645.428100000135601,4775811.99799999967,385,Soccer,,Glanbrook,City,,-79.83639101131747,43.12913267110391
594490.535099999979,4776035.543199999258,386,Soccer,,Glanbrook,City,,-79.83825684882031,43.13116460327397
588043.4698,4797157.1575,387,Baseball,,Flamborough,City,,-79.91413735149779,43.32210224739969
589107.862499999813735,4798632.3286,388,Baseball,,Flamborough,City,,-79.90077278398205,43.33525771273543
589115.238400000147521,4798715.732499999925,389,Baseball,,Flamborough,City,,-79.90066826574436,43.33600771534371
589185.025299999862909,4798719.704099999741,390,Baseball,,Flamborough,City,,-79.89980687936578,43.33603519415468
603329.355600000359118,4785613.4042,455,Soccer,,Lower Stoney Creek,School,,-79.72782148625417,43.2162353933042
602966.860000000335276,4785447.1453,456,Soccer,,Lower Stoney Creek,City,,-79.73231442372578,43.21478817795705
602205.725700000301003,4785418.443299999461,457,Soccer,,Lower Stoney Creek,City,,-79.74168828529652,43.21463322938541
602158.101700000464916,4785416.317199999467,458,Basketball,,Lower Stoney Creek,City,,-79.74227486636117,43.21462053611751
602129.187099999748,4785849.61099999957,459,Soccer,,Lower Stoney Creek,City,,-79.74255060410356,43.2185252089677
602229.537700000219047,4785829.200699999928,460,Soccer,,Lower Stoney Creek,City,,-79.74131912473115,43.218327877812875
602209.552699999883771,4785890.856799999252,461,Baseball,,Lower Stoney Creek,City,,-79.74155371207726,43.21888564812801
602249.947999999858439,4785881.076899999753,462,Baseball,,Lower Stoney Creek,City,,-79.74105827665379,43.218792131881834
602550.149600000120699,4786942.83799999952,463,Soccer,,Lower Stoney Creek,City,,-79.73716564322834,43.228309954675964
602583.316399999894202,4786934.758899999782,464,Soccer,,Lower Stoney Creek,City,,-79.73675881718151,43.22823271362937
602611.805800000205636,4786926.254599999636,465,Soccer,,Lower Stoney Creek,City,,-79.73640965587983,43.22815227928859
602700.675599999725819,4787052.968599999323,466,Baseball,,Lower Stoney Creek,School,,-79.73529196021308,43.22928093405351
602681.966199999675155,4786988.335899999365,467,Baseball,,Lower Stoney Creek,School,,-79.7355343325483,43.22870162332481
602668.7845,4786914.7738,468,Baseball,,Lower Stoney Creek,City,,-79.73571030742019,43.22804117156782
602729.590200000442564,4786795.288499999791,469,Baseball,,Lower Stoney Creek,City,,-79.73498395724457,43.226957224230894
601141.838600000366569,4787192.0138,470,Baseball,,Lower Stoney Creek,City,,-79.75445829248387,43.230743291486036
601580.660099999979,4786213.1695,471,Baseball,,Lower Stoney Creek,School,,-79.74923576130264,43.221872205543164
601701.846300000324845,4786178.30189999938,472,Baseball,,Lower Stoney Creek,City,,-79.7477503685725,43.221541984636374
601672.50650000013411,4786143.009099999443,473,Soccer,,Lower Stoney Creek,City,,-79.74811804542009,43.221228211397005
601785.188400000333786,4786156.190799999982,474,Soccer,,Lower Stoney Creek,School,,-79.74672850036633,43.22133169072652
600791.886900000274181,4786603.091399999335,475,Baseball,,Lower Stoney Creek,City,,-79.75887447623252,43.2254882872083
600742.562,4786558.8691,476,Baseball,,Lower Stoney Creek,City,,-79.75948978479681,43.225096757556365
600576.728199999779463,4786245.060599999502,477,Baseball,,Lower Stoney Creek,City,,-79.76158853265716,43.22229377889813
600692.5992,4786587.5711,478,Tennis,,Lower Stoney Creek,City,,-79.76009963012413,43.225361819729976
600678.992399999872,4786593.098899999633,479,Tennis,,Lower Stoney Creek,City,,-79.76026613422555,43.22541340002286
600665.385499999858439,4786598.839299999177,480,Tennis,,Lower Stoney Creek,City,,-79.76043259982478,43.22546689410022
600634.769999999552965,4786568.8616,481,Tennis,,Lower Stoney Creek,City,,-79.76081497149629,43.22520110053027
600649.014700000174344,4786563.54639999941,482,Tennis,,Lower Stoney Creek,City,,-79.76064057657443,43.22515134998215
600662.196399999782443,4786558.4439,483,Tennis,,Lower Stoney Creek,City,,-79.760479230032,43.22510365501106
600677.0789,4786551.640399999917,484,Tennis,,Lower Stoney Creek,City,,-79.76029725509095,43.22504042068852
601854.285799999721348,4787000.879799999297,485,Soccer,,Lower Stoney Creek,City,,-79.74572199031223,43.22892674279781
601834.725899999961,4786893.7257,486,Soccer,,Lower Stoney Creek,City,,-79.7459825815782,43.22796472098885
601870.869099999777973,4786881.3944,487,Soccer,,Lower Stoney Creek,City,,-79.74553988637456,43.22784882906379
601792.629599999636412,4786922.6403,488,Basketball,,Lower Stoney Creek,City,,-79.74649550845116,43.22823070740454
599713.754999999888241,4787404.833699999377,489,Soccer,,Lower Stoney Creek,City,,-79.77200239710959,43.232849344318176
599680.588299999945,4787327.86989999935,490,Soccer,,Lower Stoney Creek,City,,-79.77242466997912,43.23216084881867
599768.607699999585748,4787304.908299999312,491,Soccer,,Lower Stoney Creek,City,,-79.77134510017248,43.231942497843484
599655.075400000438094,4787255.158099999651,492,Soccer,,Lower Stoney Creek,City,,-79.77275192923486,43.231509621137256
599713.754999999888241,4787225.3931,493,Soccer,,Lower Stoney Creek,City,,-79.7720348353625,43.2312339030137
599772.009399999864399,4787209.235,494,Soccer,,Lower Stoney Creek,City,,-79.7713205222233,43.231080734604745
599198.394799999892712,4786767.0117,495,Baseball,,Lower Stoney Creek,School,,-79.77846245121535,43.227175185347996
599252.822300000116229,4786714.285099999979,496,Baseball,,Lower Stoney Creek,School,,-79.77780186111931,43.226693346618845
599087.838999999687076,4786458.3058,497,Baseball,,Lower Stoney Creek,City,,-79.77987898028172,43.22441052992535
599400.79700000025332,4786255.0532,498,Baseball,,Lower Stoney Creek,Other,,-79.77606283488763,43.22253955037438
599495.194699999876,4786316.284099999815,499,Baseball,,Lower Stoney Creek,Other,,-79.77488972301747,43.223078352299076
599648.2719,4786613.084,500,Soccer,,Lower Stoney Creek,City,,-79.77295166837762,43.2257301439349
599700.998599999584258,4786606.2805,501,Soccer,,Lower Stoney Creek,City,,-79.77230377904607,43.225661929716374
599738.417500000447035,4786586.720599999651,502,Soccer,,Lower Stoney Creek,School,,-79.77184665041628,43.225480893512206
599765.631199999712408,4786573.964199999347,503,Soccer,,Lower Stoney Creek,School,,-79.77151392935845,43.22536245390809
599608.301799999549985,4786343.4978,504,Soccer,,Lower Stoney Creek,Other,,-79.77349240630902,43.223308427003836
599678.887400000356138,4786326.48929999955,505,Soccer,,Lower Stoney Creek,Other,,-79.77262653140157,43.22314598366186
599338.715599999763072,4788057.113099999726,506,Baseball,,Lower Hamilton,City,,-79.77650256298553,43.23877107559108
599269.830900000408292,4787996.732599999756,507,Baseball,,Lower Hamilton,City,,-79.77736165767509,43.23823656058846
599200.946100000292063,4788040.104499999434,508,Baseball,,Lower Hamilton,City,,-79.7782020721951,43.23863608669126
599213.702499999664724,4787962.715399999171,509,Baseball,,Lower Hamilton,City,,-79.77805891815461,43.23793770099121
598074.127100000157952,4787039.9995,510,Baseball,,Lower Hamilton,City,,-79.79225521719253,43.2297797963983
585919.2922,4791259.093,511,Baseball,,West Hamilton/Dundas,City,,-79.94125266896043,43.26924718784907
585849.505300000309944,4791091.150499999523,512,Baseball,,West Hamilton/Dundas,City,,-79.94213866819678,43.26774313490375
585859.718000000342727,4791176.823899999261,513,Baseball,,West Hamilton/Dundas,City,,-79.94199948452572,43.268513299833266
583223.7006,4789924.346799999475,514,Soccer,,West Hamilton/Dundas,School,,-79.97466572233633,43.25753275846667
583242.1402000002563,4790057.395899999887,515,Tennis,,West Hamilton/Dundas,School,,-79.97441847149742,43.25872859469251
583257.175599999725819,4790056.8285,516,Tennis,,West Hamilton/Dundas,School,,-79.9742333433386,43.25872182566949
583271.360000000335276,4790056.8285,517,Tennis,,West Hamilton/Dundas,School,,-79.97405861325699,43.258720258578734
583319.586699999869,4790031.0131,518,Soccer,,West Hamilton/Dundas,School,,-79.97346843599604,43.25848250552294
582864.553199999966,4789683.213099999353,519,Soccer,,West Hamilton/Dundas,City,,-79.97912607852773,43.255401342462356
583593.628100000321865,4789652.574899999425,520,Soccer,,West Hamilton/Dundas,City,,-79.97015009357244,43.25504499491892
583675.329900000244379,4789695.695299999788,521,Soccer,,West Hamilton/Dundas,City,,-79.96913716113467,43.25542415215992
582580.582700000144541,4790231.5796,522,Soccer,,West Hamilton/Dundas,City,,-79.9825417843496,43.260369594741675
569257.277300000190735,4786396.741299999878,523,Soccer,,Wentworth,City,,-80.14715771106407,43.227184075061174
569269.6129,4786358.766699999571,524,Soccer,,Wentworth,City,,-80.14701059242074,43.22684102999499
569141.176799999549985,4786410.044399999082,525,Baseball,,Wentworth,City,,-80.14858556430293,43.227314502032215
569151.335599999875,4786306.2796,526,Baseball,,Wentworth,City,,-80.14847348672738,43.22637929987033
587467.88370000012219,4777719.6796,527,Basketball,,Glanbrook,City,,-79.92431771390848,43.14717136391795
602455.975499999709427,4777461.11409999989,528,Soccer,,Glanbrook,School,,-79.74008205760866,43.14296245686977
602410.744699999690056,4777409.1107,529,Soccer,,Glanbrook,School,,-79.74064774781371,43.14250040972513
602457.184899999760091,4777398.951899999753,530,Soccer,,Glanbrook,School,,-79.74007868287444,43.14240266695865
602358.983199999667704,4777928.9024,531,Baseball,,Glanbrook,City,,-79.74118808460643,43.14718693329991
602323.185499999672174,4777886.3322,532,Baseball,,Glanbrook,City,,-79.74163608315402,43.14680852954794
602333.102400000207126,4777832.877599999309,533,Baseball,,Glanbrook,City,,-79.7415240280309,43.14632595344547
606321.8805,4787311.7584,534,Baseball,,Lower Stoney Creek,City,,-79.69065995912415,43.23110902961546
606278.82660000026226,4787325.3034,535,Tennis,,Lower Stoney Creek,City,,-79.69118741738197,43.231237033827036
581285.773599999957,4785450.4012,536,Baseball,,Ancaster,City,,-79.9991973004906,43.21746381238965
581413.725999999791384,4785534.57399999909,537,Baseball,,Ancaster,City,,-79.99760975203505,43.218207860075175
581200.6332,4785409.0404,538,Baseball,,Ancaster,City,,-80.00025148937151,43.217100590487036
581797.099600000306964,4785424.5204,539,Soccer,,Ancaster,School,,-79.99290656360846,43.217175555501555
581795.164599999785423,4785348.8132,540,Soccer,,Ancaster,School,,-79.99294160210731,43.21649414639242
581821.287200000137091,4785381.708399999887,541,Baseball,,Ancaster,School,,-79.99261515456047,43.21678748159982
590008.91260000038892,4798199.6882,542,Tennis,,Flamborough,City,,-79.88973050960388,43.331255349357285
