X,Y,OBJECTID,NAME,DENOMINATION,ADDRESS,COMMUNITY,LONGITUDE,LATITUDE
585854.102400000207126,4784433.602099999785,327,Bethesda United Church (Pilgrim Baptist Fellowship),United,868 GARNER RD E,ANCASTER,-79.94311858986026,43.207803513245736
592058.2352,4790662.6239,328,Anglican Church Of Canada,Anglican,252 JAMES ST N,HAMILTON,-79.86571883803231,43.263152122683564
582084.525399999693036,4791154.8098,329,Baha'i Fireside,Baha'I,132 HILLCREST AVE,FLAMBOROUGH,-79.98851504384466,43.2687358775395
590096.291600000113249,4789166.0633,330,Beth Jacob Synagogue,Jewish (Conservative),375 ABERDEEN AVE,HAMILTON,-79.89013287776363,43.249915729015854
583907.712399999611,4794411.9743,331,Calvin Christian Reformed Church,Christian Reformed,420 HWY 5 W,FLAMBOROUGH,-79.96555561839217,43.2978598483406
582965.893400000408292,4788059.460799999535,332,Canterbury Hills Conference Centre,Anglican,509 LIONS CLUB RD,ANCASTER,-79.97812222071185,43.24077112489319
582925.923899999819696,4804872.174499999732,333,Carlisle United Church,United,1432 CENTRE RD,FLAMBOROUGH,-79.97607579658292,43.39214296697722
589983.229299999773502,4790677.397199999541,334,Cathedral Of Christ The King,Roman Catholic,714 KING ST W,HAMILTON,-79.89127853461648,43.263535765770506
581855.6935,4791858.4834,335,Christ Church (Dundas),Anglican,95 HWY 8,FLAMBOROUGH,-79.99122975124519,43.275096133079586
602270.756199999712408,4776815.18779999949,336,Christ Church Anglican,Anglican,1307 WOODBURN RD,GLANBROOK,-79.74247838879381,43.13717243427015
586745.2116,4789552.0866,337,Christadelphian Ecclesia Church (Hamilton),Christadelphian,80 EWEN RD,HAMILTON,-79.9313458006004,43.25378418005954
591085.844100000336766,4787790.8964,338,Christadelphians (Ancaster And Hamilton Mountain),Christadelphian,636 UPPER JAMES ST,HAMILTON,-79.87817240279409,43.23741622546166
577308.993900000117719,4785126.3583,339,United Church (Copetown - Rockton),United,276 HWY 52 N,ANCASTER,-80.0481985983094,43.21496412122899
584202.6557,4790420.129799999297,340,Dundas Baptist Church (Governors),Baptist,201 GOVERNORS RD,DUNDAS,-79.96253091593199,43.26188765849506
583800.230000000447035,4789568.7628,341,Dundas Baptist Church (Hilltop),Baptist,11 HILLTOP PL,DUNDAS,-79.96761797048555,43.25426747473327
591355.263299999758601,4790123.168299999088,342,Eckankar The Ancient Science Of Travel,Spiritualists,178 KING ST W,HAMILTON,-79.87446822874219,43.258380988882564
582196.32799999975,4783875.302699999884,343,Fellowship Christian Reformed Church,Christian Reformed,107 BRAITHWAITE AVE,ANCASTER,-79.98822258276994,43.20318403014833
577954.757799999788404,4805508.479699999094,344,Freelton Fellowship Baptist Church,Baptist,12 LOUISA ST,FLAMBOROUGH,-80.03735758189329,43.39840480534084
577708.92960000038147,4805795.258199999109,345,Freelton United Church,United,155 FREELTON RD,FLAMBOROUGH,-80.04035207728798,43.401012238630955
589409.361200000159442,4798904.7366,346,Grace Anglican Church (Waterdown),Anglican,1401 KING ST E,FLAMBOROUGH,-79.89700980307323,43.33767436825364
588318.827399999834597,4798626.039799999446,347,Grindstone Valley Bible Church,Other,215 PARKSIDE DR,FLAMBOROUGH,-79.91050553272983,43.335294219622085
580568.907200000248849,4783274.9832,348,Heritage Fellowship Baptist Church,Baptist,557 GARNER RD W,ANCASTER,-80.00833953276305,43.19795449755274
