OBJECTID,COMMUNITY,STREET_NO_1,STREET_NO_2,STREET_NAME,NAME,HERITAGE_STATUS,DATE_HERITAGE,PART_IV,BYLAW_NO,PART_V,HCD_NAME,EASEMENT,WORK_PLAN
5146,Flamborough,2604,,NORMAN RD,,Inventoried,1850,No,,No,,,No
5147,Hamilton,143,,CATHARINE ST N,,Registered Non-Designated,1898,No,,No,,,No
5148,Dundas,15,,OGILVIE ST,,Inventoried,1865,No,,No,,,No
5149,Flamborough,228,,HWY 8,,Inventoried,1836,No,,No,,,No
5150,Hamilton,61,,STEVEN ST,,Inventoried,,No,,No,,,No
5151,Hamilton,62,,CROOKS ST,,Inventoried,,No,,No,,,No
5152,Hamilton,42,44,MARY ST,Superior Engravers Ltd.,Registered Non-Designated,1930,No,,No,,,No
5153,Hamilton,8,,GROVE ST,,Inventoried,,No,,No,,,No
5154,Flamborough,1026,,HIGHWAY 97,,Inventoried,,No,,No,,,No
5155,Hamilton,2,,GUISE ST,,Inventoried,,No,,No,,,No
5156,Flamborough,248,,WEIRS LANE,,Inventoried,1850,No,,No,,,No
5157,Hamilton,304,,LOCKE ST S,,Inventoried,1895,No,,No,,,No
5158,Ancaster,1541,,FIDDLER'S GREEN RD,Forest Lane Farms House,Designated,1860,Yes,84-55,No,,,No
5159,Dundas,178,,HATT ST,John Anderson Family Home,Designated,1848,Yes,4268-96,No,,,No
5160,Hamilton,397,,HUGHSON ST N,,Inventoried,,No,,No,,,No
5161,Dundas,45,,MELVILLE ST,,Designated,1876,No,3899-90,Yes,Cross-Melville,,No
5162,Flamborough,415,,HIGHWAY 5 W,,Inventoried,1839,No,,No,,,No
5163,Hamilton,47,,HEAD ST,,Inventoried,1890,No,,No,,,No
5164,Hamilton,3,,MULBERRY ST,,Inventoried,,No,,No,,,No
5165,Ancaster,303,,CARLUKE RD W,,Inventoried,1860,No,,No,,,No
5166,Hamilton,19,,EMERALD ST N,,Inventoried,,No,,No,,,No
5167,Flamborough,1032,,GORE RD,,Inventoried,,No,,No,,,No
5168,Hamilton,148,,ROBINSON ST,,Registered Non-Designated,1956,No,,No,,,No
5169,Glanbrook,1522,,KIRK RD,,Inventoried,,No,,No,,,No
5170,Hamilton,278,,JOHN ST N,,Inventoried,,No,,No,,,No
5171,Hamilton,555,,KING ST E,,Inventoried,,No,,No,,,No
5172,Hamilton,51,,LEEMING ST,,Inventoried,1855,No,,No,,,No
5173,Hamilton,327,,HUNTER ST W,,Inventoried,1875,No,,No,,,No
5174,Flamborough,791,,CROOKS HOLLOW RD,,Inventoried,,No,,No,,,No
5175,Hamilton,234,,MACNAB ST S,,Registered Non-Designated,1887,No,,No,,,No
5176,Dundas,76,,KING ST E,,Inventoried,1860,No,,No,,,No
5177,Hamilton,206,,WILSON ST,,Registered Non-Designated,1895,No,,No,,,No
5178,Hamilton,227,,CHARLTON AVE E,,Inventoried,,No,,No,,,No
5179,Flamborough,588,,MOXLEY RD,,Inventoried,,No,,No,,,No
5180,Hamilton,859,,KING ST E,,Inventoried,1970,No,,No,,,No
5181,Hamilton,43,,HERKIMER ST,,Registered Non-Designated,,No,,No,,,No
5182,Hamilton,41,,HERKIMER ST,,Registered Non-Designated,1923,No,,No,,,No
5183,Flamborough,1275,,2ND CON RD W,,Inventoried,,No,,No,,,No
5184,Hamilton,428,,KING WILLIAM ST,,Inventoried,,No,,No,,,No
5185,Stoney Creek,73,,KING ST W,,Inventoried,,No,,No,,,No
5186,Hamilton,80,,MAGILL ST,,Inventoried,,No,,No,,,No
5187,Hamilton,51,,STUART ST,Hamilton Customs House,Designated,1858,Yes,79-218,No,,OHT,No
5188,Hamilton,165,,EMERALD ST S,,Inventoried,,No,,No,,,No
5189,Hamilton,13,,HESS ST N,,Registered Non-Designated,1935,No,,No,,,No
5190,Hamilton,260,,BAY ST N,,Inventoried,,No,,No,,,No
5191,Hamilton,870,,BEACH BLVD,,Designated,2013,No,00-135,Yes,Hamilton Beach,,No
5192,Hamilton,100,,MACKLIN ST N,,Inventoried,,No,,No,,,No
5193,Ancaster,1157,,GARNER RD E,,Inventoried,1863,No,,No,,,No
5194,Glanbrook,1620,,GUYATT RD,,Inventoried,,No,,No,,,No
5195,Hamilton,16,,SPRING ST,,Registered Non-Designated,1900,No,,No,,,No
5196,Hamilton,30,,WILSON ST,Former Stone Residential Row,Registered Non-Designated,1850,No,,No,,,No
5197,Hamilton,940,,BEACH BLVD,,Designated,,No,00-135,Yes,Hamilton Beach,,No
5198,Hamilton,39,,LIBERTY ST,,Inventoried,,No,,No,,,No
5199,Flamborough,2160,,5TH CON RD W,,Inventoried,,No,,No,,,No
5200,Ancaster,254,,GARNER RD W,Resurrection Catholic Cemetery,Inventoried,,No,,No,,,No
5201,Hamilton,191,,PARK ST N,,Inventoried,,No,,No,,,No
5202,Hamilton,21,,ALANSON ST,,Inventoried,,No,,No,,,No
5203,Hamilton,35,,PINE ST,,Inventoried,1910,No,,No,,,No
5204,Hamilton,711,,CONCESSION ST,,Inventoried,,No,,No,,,No
5205,Glanbrook,3290,,MILES RD,,Inventoried,,No,,No,,,No
5206,Ancaster,1223,,POWERLINE RD,,Inventoried,1850,No,,No,,,No
5207,Hamilton,155,,BAY ST N,,Inventoried,,No,,No,,,No
5208,Hamilton,12,,ABERDEEN AVE,,Inventoried,1981,No,,No,,,No
5209,Hamilton,101,,WEST AVE N,,Inventoried,1898,No,,No,,,No
5210,Glanbrook,9640,,HALDIBROOK RD,,Inventoried,1850,No,,No,,,No
5211,Hamilton,78,,WALNUT ST S,,Registered Non-Designated,1900,No,,No,,,No
5212,Dundas,36,38,KING ST W,,Inventoried,1867,No,,No,,,No
5213,Glanbrook,4324,,HARRISON RD,,Inventoried,1883,No,,No,,,No
5214,Hamilton,17,,OXFORD ST,,Inventoried,,No,,No,,,No
5215,Hamilton,30,,SANFORD AVE S,,Inventoried,1970,No,,No,,,No
5216,Flamborough,287,,BROCK RD,,Inventoried,1840,No,,No,,,No
5217,Hamilton,422,,JOHN ST N,,Inventoried,,No,,No,,,No
5218,Flamborough,31,,FALLSVIEW RD,,Inventoried,1950,No,,No,,,No
5219,Hamilton,333,,QUEEN ST S,,Registered Non-Designated,1942,No,,No,,,No
5220,Dundas,16,,PARK ST E,,Inventoried,1856,No,,No,,,No
5221,Hamilton,126,,STINSON ST,,Inventoried,,No,,No,,,No
5222,Flamborough,151,,7TH CON RD E,,Inventoried,1867,No,,No,,,No
5223,Flamborough,1382,,GREEN SPRING RD,,Inventoried,,No,,No,,,No
5224,Glanbrook,8113,,AIRPORT RD,,Inventoried,,No,,No,,,No
5225,Hamilton,156,,HERKIMER ST,,Registered Non-Designated,1899,No,,No,,,No
5226,Hamilton,8,,MACAULEY ST W,,Inventoried,,No,,No,,,No
5227,Dundas,12,,OLD ANCASTER RD,,Inventoried,1867,No,,No,,,No
5228,Dundas,35,,MELVILLE ST,,Designated,1850,No,3899-90,Yes,Cross-Melville,,No
5229,Hamilton,201,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
5230,Hamilton,222,,FERGUSON AVE S,,Inventoried,,No,,No,,,No
5231,Hamilton,150,,WILSON ST,,Registered Non-Designated,1900,No,,No,,,No
5232,Ancaster,437,,WILSON ST E,Mount Mary-Wynnstay Estate,Inventoried,,No,,No,,,No
5233,Flamborough,2016,,2ND CON RD W,,Inventoried,,No,,No,,,No
5234,Flamborough,1462,,VALENS RD,,Inventoried,,No,,No,,,No
5235,Flamborough,2201,,HIGHWAY 5 W,,Inventoried,,No,,No,,,No
5236,Hamilton,44,,SHEAFFE ST,,Inventoried,,No,,No,,,No
5237,Hamilton,212,,KING ST E,,Registered Non-Designated,1872,No,,No,,,No
5238,Dundas,7,,JOHN ST,,Inventoried,1867,No,,No,,,No
5239,Hamilton,139,,VICTORIA AVE N,,Inventoried,,No,,No,,,No
5240,Hamilton,42,,ONTARIO AVE,,Inventoried,,No,,No,,,No
5241,Hamilton,211,,CAROLINE ST N,,Inventoried,,No,,No,,,No
5242,Hamilton,49,51,CATHCART ST,,Registered Non-Designated,1855,No,,No,,,No
5243,Flamborough,4369,,GOVERNORS RD,,Inventoried,,No,,No,,,No
5244,Hamilton,15,,FREEMAN PL,,Inventoried,,No,,No,,,No
5245,Hamilton,291,,MAIN ST W,,Inventoried,1900,No,,No,,,No
5246,Flamborough,1121,,SAFARI RD,,Inventoried,,No,,No,,,No
5247,Glanbrook,5361,,WOODBURN RD,,Inventoried,,No,,No,,,No
5248,Dundas,2,,HATT ST,,Registered Non-Designated,1803,No,,No,,,No
5249,Flamborough,736,,MILLGROVE SD RD,,Inventoried,,No,,No,,,No
5250,Hamilton,235,,REBECCA ST,Apartment Building,Inventoried,1974,No,,No,,,No
5251,Hamilton,111,,WELLINGTON ST S,,Inventoried,,No,,No,,,No
5252,Hamilton,177,,MARKET ST,,Registered Non-Designated,1890,No,,No,,,No
5253,Hamilton,314,,KING ST E,R.A. Pilgrim Soda Water Manufacturing,Registered Non-Designated,1860,No,,No,,,No
5254,Hamilton,393,,HESS ST S,,Inventoried,1950,No,,No,,,No
5255,Glanbrook,1299,,WOODBURN RD,,Inventoried,1867,No,,No,,,No
5256,Hamilton,377,,MACNAB ST N,,Inventoried,,No,,No,,,No
5257,Flamborough,63,,PARKSIDE DR,,Inventoried,1867,No,,No,,,No
5258,Hamilton,47,,BOLD ST,,Registered Non-Designated,1925,No,,No,,,No
5259,Hamilton,194,,KING ST W,"A&W; Formerly Harvest Burger (renovated)",Inventoried,1968,No,,No,,,No
5260,Hamilton,71,,AUCHMAR RD,"Address does not exist; Approximate location",Inventoried,,No,,No,,,No
5261,Hamilton,130,,BURLINGTON ST E,,Inventoried,,No,,No,,,No
5262,Flamborough,1264,,CENTRE RD,,Inventoried,,No,,No,,,No
5263,Flamborough,1558,,BROCK RD,,Inventoried,,No,,No,,,No
5264,Hamilton,200,,STINSON ST,Former Stinson Street School,Designated,1894,Yes,89-219,No,,Mun,No
5265,Dundas,250,,KING ST W,,Inventoried,1857,No,,No,,,No
5266,Hamilton,302,,HERKIMER ST,,Inventoried,1880,No,,No,,,No
5267,Hamilton,171,,EMERALD ST S,,Inventoried,,No,,No,,,No
5268,Hamilton,115,,BREADALBANE ST,,Inventoried,1870,No,,No,,,No
5269,Hamilton,276,,MAIN ST W,,Inventoried,1895,No,,No,,,No
5270,Hamilton,130,,QUEEN ST N,,Inventoried,,No,,No,,,No
5271,Hamilton,74,,TISDALE ST N,,Inventoried,,No,,No,,,No
5272,Stoney Creek,385,,MUD ST E,Tapleytown Cemetery,Inventoried,,No,,No,,,No
5273,Dundas,8,,MARKET ST N,,Inventoried,1867,No,,No,,,No
5274,Glanbrook,1221,,BINBROOK RD,,Inventoried,1867,No,,No,,,No
5275,Glanbrook,3276,,MILES RD,,Inventoried,1930,No,,No,,,No
5276,Flamborough,1258,,OLD HIGHWAY 8,,Inventoried,1901,No,,No,,,No
5277,Flamborough,1434,,KIRKWALL RD,,Inventoried,1862,No,,No,,,No
5278,Hamilton,36,,VICTORIA AVE N,,Inventoried,,No,,No,,,No
5279,Hamilton,974,,KING ST E,,Inventoried,1910,No,,No,,,No
5280,Hamilton,134,,JACKSON ST E,,Inventoried,1940,No,,No,,,No
5281,Hamilton,136,,BOLD ST,,Registered Non-Designated,1880,No,,No,,,No
5282,Hamilton,198,,QUEEN ST S,Glover Cottage,Inventoried,1860,No,,No,,,No
5283,Hamilton,35,,CAROLINE ST N,,Registered Non-Designated,1909,No,,No,,,No
5284,Hamilton,115,,CANNON ST E,,Inventoried,1855,No,,No,,,No
5285,Ancaster,1116,,BOOK RD W,,Inventoried,1860,No,,No,,,No
5286,Hamilton,95,,CHEEVER ST,,Inventoried,1900,No,,No,,,No
5287,Hamilton,255,,PARK ST N,Church of the Redeemer United Church,Inventoried,1928,No,,No,,,No
5288,Hamilton,255,,PARK ST N,Korean United Church,Inventoried,,No,,No,,,No
5289,Hamilton,2,,BALSAM AVE S,Jubilee Apartments,Inventoried,,No,,No,,,No
5290,Flamborough,1814,,BROCK RD,,Inventoried,,No,,No,,,No
5291,Ancaster,1686,,POWERLINE RD,,Inventoried,1834,No,,No,,,No
5292,Hamilton,200,,SANFORD AVE N,Hamilton Korean Presbyterian Church,Inventoried,1907,No,,No,,,No
5293,Hamilton,34,,MOUNTWOOD AVE,,Inventoried,,No,,No,,,No
5294,Hamilton,197,,PARK ST N,,Inventoried,,No,,No,,,No
5295,Flamborough,210,,4TH CON RD W,,Inventoried,,No,,No,,,No
5296,Hamilton,106,,CATHARINE ST S,,Inventoried,,No,,No,,,No
5297,Hamilton,26,,ALANSON ST,,Inventoried,,No,,No,,,No
5298,Hamilton,249,,PARK ST N,,Inventoried,,No,,No,,,No
5299,Hamilton,117,,ROBINSON ST,,Registered Non-Designated,,No,,No,,,No
5300,Hamilton,115,,ROBINSON ST,,Registered Non-Designated,1900,No,,No,,,No
5301,Hamilton,13,,FREEMAN PL,,Inventoried,,No,,No,,,No
5302,Hamilton,67,,MAGILL ST,,Inventoried,,No,,No,,,No
5303,Hamilton,441,,MACNAB ST N,,Inventoried,,No,,No,,,No
5304,Hamilton,17,,FOSTER ST,Former Tailer Shop,Inventoried,1898,No,,No,,,No
5305,Stoney Creek,1059,,HIGHWAY 8,Carpenter House,Designated,1888,Yes,08-003,No,,Mun,No
5306,Hamilton,209,,ABERDEEN AVE,,Inventoried,1913,No,,No,,,No
5307,Hamilton,66,,VICTORIA AVE S,,Inventoried,,No,,No,,,No
5308,Hamilton,255,,WEST AVE N,Former West Avenue School,Designated,1885,Yes,88-182,No,,Mun,No
5309,Hamilton,131,,EMERALD ST S,,Inventoried,,No,,No,,,No
5310,Flamborough,908,,SETTLER'S RD,,Inventoried,,No,,No,,,No
5311,Flamborough,253,,WEIRS LN,Ebenezer Free Reformed,Inventoried,1996,No,,No,,,No
5312,Stoney Creek,916,,HIGHWAY 8,,Inventoried,1867,No,,No,,,No
5313,Flamborough,995,,8TH CON RD W,,Inventoried,,No,,No,,,No
5314,Flamborough,258,,MAIN ST N,,Inventoried,1895,No,,No,,,No
5315,Hamilton,120,,MACNAB ST N,,Registered Non-Designated,1898,No,,No,,,No
5316,Hamilton,156,,BURLINGTON ST E,,Inventoried,,No,,No,,,No
5317,Hamilton,284,300,KING ST E,Former Andrew Ross Carriage Factory,Registered Non-Designated,1902,No,,No,,,No
5318,Hamilton,207,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
5319,Hamilton,294,,KING ST W,,Registered Non-Designated,1900,No,,No,,,No
5320,Hamilton,173,,MARKLAND ST,,Registered Non-Designated,1895,No,,No,,,No
5321,Hamilton,87,,NAPIER ST,,Registered Non-Designated,1931,No,,No,,,No
5322,Glanbrook,5539,,WHITE CHURCH RD,,Inventoried,1884,No,,No,,,No
5323,Hamilton,55,,WOOD ST E,,Inventoried,,No,,No,,,No
5324,Hamilton,999,,YORK BLVD,Memorial Garden,Inventoried,,No,,No,,,No
5325,Glanbrook,2983,,HOMESTEAD DR,,Inventoried,1867,No,,No,,,No
5326,Hamilton,246,,DUKE ST,,Inventoried,1882,No,,No,,,No
5327,Hamilton,133,,ROBINSON ST,,Inventoried,1956,No,,No,,,No
5328,Hamilton,160,,BURLINGTON ST E,,Inventoried,,No,,No,,,No
5329,Dundas,59,,DUNDAS ST,,Inventoried,1860,No,,No,,,No
5330,Hamilton,204,,LIMERIDGE RD E,,Inventoried,,No,,No,,,No
5331,Dundas,53,,MAIN ST,"Cattel, Eaton & Chambers Funeral Home",Inventoried,,No,,No,,,No
5332,Hamilton,43,,OXFORD ST,,Inventoried,,No,,No,,,No
5333,Dundas,44,,KING ST W,,Inventoried,1849,No,,No,,,No
5334,Flamborough,1694,,CENTRE RD,,Inventoried,1914,No,,No,,,No
5335,Hamilton,47,,WELLINGTON ST S,,Inventoried,,No,,No,,,No
5336,Stoney Creek,70,,KING ST W,,Inventoried,,No,,No,,,No
5337,Hamilton,338,,HUGHSON ST N,,Inventoried,,No,,No,,,No
5338,Glanbrook,7049,,CHIPPEWA RD E,,Inventoried,,No,,No,,,No
5339,Dundas,189,,MELVILLE ST,,Inventoried,1854,No,,No,,,No
5340,Ancaster,2806,,POWERLINE RD W,,Inventoried,1850,No,,No,,,No
5341,Flamborough,106,,MIDDLETOWN RD,Former Train Station,Inventoried,,No,,No,,,No
5342,Hamilton,18,,RAVENSCLIFFE AVE,,Registered Non-Designated,1917,No,,No,,,No
5343,Hamilton,54,,GIBSON AVE,,Inventoried,,No,,No,,,No
5344,Hamilton,384,,BARTON ST E,St. Paul’s Ecumenical Church,Designated,1906,Yes,88-209,No,,,No
5345,Hamilton,339,,HUGHSON ST N,,Inventoried,,No,,No,,,No
5346,Hamilton,12,,BLYTHE ST,,Inventoried,,No,,No,,,No
5347,Flamborough,3,,WEBSTERS FALLS RD,,Inventoried,,No,,No,,,No
5348,Flamborough,1209,,BROCK RD,,Inventoried,,No,,No,,,No
5349,Hamilton,89,,ERIE AVE,,Inventoried,,No,,No,,,No
5350,Hamilton,172,,STINSON ST,,Inventoried,,No,,No,,,No
5351,Glanbrook,8360,,LEEMING RD,,Inventoried,,No,,No,,,No
5352,Flamborough,582,,MILLGROVE SD RD,,Inventoried,1867,No,,No,,,No
5353,Hamilton,138,,JAMES ST N,Farmer's Block,Registered Non-Designated,1884,No,,No,,,No
5354,Flamborough,63,,8TH CON RD E,,Inventoried,1865,No,,No,,,No
5355,Hamilton,225,,PARK ST S,,Inventoried,2007,No,,No,,,No
5356,Glanbrook,468,,HIGHWAY 56,,Inventoried,,No,,No,,,No
5357,Hamilton,21,,BARTON ST W,All Souls Roman Catholic Church,Inventoried,1923,No,,No,,,No
5358,Hamilton,24,,BOLD ST,,Registered Non-Designated,1890,No,,No,,,No
5359,Hamilton,449,,BAY ST N,,Inventoried,,No,,No,,,No
5360,Hamilton,32,,SHEAFFE ST,,Inventoried,,No,,No,,,No
5361,Hamilton,155,,KING WILLIAM ST,Hamilton Police Central Station,Inventoried,1976,No,,No,,,No
5362,Dundas,146,,PARK ST W,,Inventoried,1858,No,,No,,,No
5363,Dundas,12,,PARK ST E,,Inventoried,1846,No,,No,,,No
5364,Hamilton,92,,MARKLAND ST,,Designated,1900,No,94-184,Yes,Durand-Markland,,No
5365,Hamilton,15,,CANNON ST W,,Registered Non-Designated,1890,No,,No,,,No
5366,Hamilton,178,,JOHN ST S,,Inventoried,,No,,No,,,No
5367,Hamilton,102,,HERKIMER ST,,Registered Non-Designated,1902,No,,No,,,No
5368,Hamilton,63,,CATHCART ST,,Registered Non-Designated,1890,No,,No,,,No
5369,Hamilton,205,,HUNTER ST E,,Registered Non-Designated,1900,No,,No,,,No
5370,Hamilton,50,,MAIN ST E,Former Hamilton Court House,Registered Non-Designated,1957,No,,No,,,Yes
5371,Hamilton,106,,HERKIMER ST,,Registered Non-Designated,1880,No,,No,,,No
5372,Flamborough,1724,,4TH CON RD W,,Inventoried,,No,,No,,,No
5373,Glanbrook,6491,,DICKENSON RD E,,Inventoried,,No,,No,,,No
5374,Glanbrook,6481,,DICKENSON RD E,,Inventoried,,No,,No,,,No
5375,Hamilton,180,,JAMES ST S,,Inventoried,1980,No,,No,,,No
5376,Hamilton,226,,HUNTER ST E,,Inventoried,1861,No,,No,,,No
5377,Hamilton,106,,WENTWORTH ST S,,Inventoried,,No,,No,,,No
5378,Flamborough,1014,,HWY 5 W,,Inventoried,1820,No,,No,,,No
5379,Hamilton,975,,BEACH BLVD,,Designated,,No,00-135,Yes,Hamilton Beach,,No
5380,Hamilton,196,,LOCKE ST N,,Inventoried,1890,No,,No,,,No
5381,Glanbrook,9541,,DICKENSON RD,,Inventoried,,No,,No,,,No
5382,Hamilton,19,,GRANT AVE,,Inventoried,,No,,No,,,No
5383,Hamilton,21,,REBECCA ST,,Registered Non-Designated,1880,No,,No,,,No
5384,Hamilton,174,,QUEEN ST N,,Inventoried,,No,,No,,,No
5385,Hamilton,1207,1213,MAIN ST E,All Nations Full Gospel Church,Inventoried,1930,No,,No,,,No
5386,Hamilton,10,,ST JAMES PL,,Inventoried,1959,No,,No,,,No
5387,Hamilton,60,,MARY ST,,Inventoried,1979,No,,No,,,No
5388,Dundas,181,,PARK ST W,,Inventoried,,No,,No,,,No
5389,Hamilton,316,318,KING ST E,,Registered Non-Designated,1898,No,,No,,,No
5390,Hamilton,528,,JOHN ST N,,Inventoried,,No,,No,,,No
5391,Hamilton,1207,,KING ST E,,Inventoried,,No,,No,,,No
5392,Hamilton,40,,ABERDEEN AVE,,Registered Non-Designated,1912,No,,No,,,No
5393,Hamilton,186,,FOREST AVE,,Inventoried,,No,,No,,,No
5394,Hamilton,452,,MAIN ST W,,Inventoried,1890,No,,No,,,No
5395,Hamilton,62,,CATHCART ST,,Inventoried,1988,No,,No,,,No
5396,Hamilton,168,,WALNUT ST S,,Inventoried,,No,,No,,,No
5397,Hamilton,90,92,JOHN ST S,,Registered Non-Designated,1870,No,,No,,,No
5398,Hamilton,92,,JOHN ST S,,Inventoried,,No,,No,,,No
5399,Hamilton,259,,MAIN ST W,,Inventoried,1861,No,,No,,,No
5400,Hamilton,257,,MAIN ST W,,Inventoried,1891,No,,No,,,No
5401,Flamborough,389,,10TH CON RD E,,Inventoried,,No,,No,,,No
5402,Glanbrook,3117,,HOMESTEAD DR,,Inventoried,1851,No,,No,,,No
5403,Hamilton,260,,KING ST E,Terraces on King,Registered Non-Designated,2006,No,,No,,,No
5404,Hamilton,150,,MARKET ST,The Marketeer Apartments,Inventoried,1974,No,,No,,,No
5405,Flamborough,1781,,HIGHWAY 5 W,,Inventoried,,No,,No,,,No
5406,Flamborough,1735,,6TH CON RD W,,Inventoried,,No,,No,,,No
5407,Hamilton,1,,ELGIN ST,Power Station,Inventoried,1973,No,,No,,,No
5408,Glanbrook,2907,,HIGHWAY 6,,Inventoried,,No,,No,,,No
5409,Hamilton,155,,PARK ST S,,Inventoried,1969,No,,No,,,No
5410,Hamilton,130,,ONTARIO AVE,,Inventoried,,No,,No,,,No
5411,Hamilton,272,,PARK ST S,,Designated,1871,No,94-184,Yes,Durand-Markland,,No
5412,Hamilton,47,,JAMES ST S,Landed Banking and Loan Company Building,Designated,1908,Yes,86-271,No,,,No
5413,Hamilton,118,,MARKET ST,"T. Eaton Company Limtied; Caroline Place Retirement Residenc",Inventoried,1961,No,,No,,,No
5414,Dundas,191,,HATT ST,,Inventoried,1860,No,,No,,,No
5415,Flamborough,175,,CAMPBELLVILLE RD,,Inventoried,1830,No,,No,,,No
5416,Hamilton,324,,BOLD ST,,Inventoried,1907,No,,No,,,No
5417,Flamborough,229,,HIGHWAY 8,,Inventoried,1860,No,,No,,,No
5418,Hamilton,28,,FERRIE ST W,,Inventoried,,No,,No,,,No
5419,Hamilton,117,,KING ST E,,Registered Non-Designated,1860,No,,No,,,No
5420,Hamilton,82,,FERGUSON AVE N,"Streetlight Christian Centre; Ferguson Avenue Shul",Inventoried,1893,No,,No,,,No
5421,Ancaster,289,,WILSON ST E,,Inventoried,1835,No,,No,,,No
5422,Hamilton,87,,MAGILL ST,,Inventoried,,No,,No,,,No
5423,Flamborough,28,,FALLSVIEW RD,Cemetery,Inventoried,,No,,No,,,No
5424,Hamilton,60,,ABERDEEN AVE,,Designated,1900,No,94-184,Yes,Durand-Markland,,No
5425,Hamilton,12,,BOLD ST,,Inventoried,1895,No,,No,,,No
5426,Hamilton,105,,MACNAB ST S,,Registered Non-Designated,1910,No,,No,,,No
5427,Flamborough,88,,HIGHWAY 5 W,,Inventoried,,No,,No,,,No
5428,Hamilton,307,,HESS ST S,,Registered Non-Designated,1908,No,,No,,,No
5429,Flamborough,955,,SAFARI RD,,Inventoried,,No,,No,,,No
5430,Hamilton,62,,KING ST E,Buntin & Gillies,Registered Non-Designated,1850,No,,No,,,No
5431,Hamilton,77,,VICTORIA AVE S,,Inventoried,,No,,No,,,No
5432,Flamborough,1248,,8TH CON RD W,,Inventoried,1867,No,,No,,,No
5433,Flamborough,3503,,GOVERNORS RD,,Inventoried,1890,No,,No,,,No
5434,Hamilton,23,,GROVE ST,,Inventoried,,No,,No,,,No
5435,Hamilton,656,,KING ST E,,Inventoried,1900,No,,No,,,No
5436,Flamborough,1166,,SAFARI RD,,Inventoried,,No,,No,,,No
5437,Glanbrook,1480,,BINBROOK RD,,Inventoried,1867,No,,No,,,No
5438,Stoney Creek,477,,THIRD RD E,,Inventoried,1856,No,,No,,,No
5439,Hamilton,221,223,LOCKE ST S,,Inventoried,1875,No,,No,,,No
5440,Hamilton,179,,PARK ST N,,Inventoried,,No,,No,,,No
5441,Hamilton,236,,PARK ST N,,Inventoried,,No,,No,,,No
5442,Flamborough,511,,10TH CON RD E,,Inventoried,1836,No,,No,,,No
5443,Hamilton,47,,TOM ST,,Inventoried,1880,No,,No,,,No
5444,Hamilton,311,,QUEEN ST S,,Registered Non-Designated,1900,No,,No,,,No
5445,Hamilton,9,,COLBOURNE ST,,Inventoried,,No,,No,,,No
5446,Hamilton,200,,BAY ST S,,Registered Non-Designated,1975,No,,No,,,No
5447,Hamilton,50,,ERIE AVE,,Inventoried,,No,,No,,,No
5448,Hamilton,90,,AURORA ST,,Inventoried,,No,,No,,,No
5449,Hamilton,174,,EMERALD ST S,,Inventoried,,No,,No,,,No
5450,Hamilton,34,,SHEAFFE ST,,Inventoried,,No,,No,,,No
5451,Hamilton,468,476,MAIN ST E,,Inventoried,,No,,No,,,No
5452,Flamborough,153,,5TH CON RD E,Stanley House Farm House,Inventoried,1890,No,,No,,,No
5453,Hamilton,110,,CATHARINE ST N,"Allan Studholme Memorial Building; Hamilton Labour Temple",Registered Non-Designated,1922,No,,No,,,No
5454,Hamilton,1155,,KING ST E,,Inventoried,1950,No,,No,,,No
5455,Ancaster,2218,,GOVERNORS RD,Copetown United Church,Inventoried,1908,No,,No,,,No
5456,Hamilton,78,,KING WILLIAM ST,,Inventoried,,No,,No,,,No
5457,Hamilton,53,59,KING ST E,Arliss Building,Registered Non-Designated,1915,No,,No,,,No
5458,Hamilton,55,,KING ST E,,Inventoried,,No,,No,,,No
5459,Hamilton,57,,KING ST E,,Inventoried,,No,,No,,,No
5460,Glanbrook,8125,,DICKENSON RD,,Inventoried,1883,No,,No,,,No
5461,Glanbrook,6361,,TWENTY RD,,Inventoried,1830,No,,No,,,No
5462,Hamilton,6,,CROOKS ST,,Inventoried,,No,,No,,,No
5463,Hamilton,470,,MACNAB ST N,,Inventoried,1860,No,,No,,,No
5464,Hamilton,230,,HESS ST S,,Registered Non-Designated,1871,No,,No,,,No
5465,Glanbrook,33,,HILTS DR,,Inventoried,1867,No,,No,,,No
5466,Hamilton,32,,BLYTHE ST,,Inventoried,,No,,No,,,No
5467,Stoney Creek,13,,JONES ST,,Inventoried,1840,No,,No,,,No
5468,Hamilton,16,,ST JOSEPH'S DR,,Inventoried,,No,,No,,,No
5469,Hamilton,11,,FERGUSON AVE N,Ferguson Avenue Public Square,Inventoried,1990,No,,No,,,No
5470,Flamborough,321,,DUNDAS ST E,Metzger's Barber Shop,Designated,1911,No,96-34-H,Yes,Mill Street,,No
5471,Hamilton,162,,KING ST W,,Registered Non-Designated,1870,No,,No,,,No
5472,Hamilton,160,,KING ST W,,Registered Non-Designated,1870,No,,No,,,No
5473,Hamilton,57,,ERIE AVE,,Inventoried,,No,,No,,,No
5474,Dundas,61,,DUNDAS ST,,Inventoried,1863,No,,No,,,No
5475,Flamborough,18,,SHORT RD,Clark Blanket Mill,Inventoried,1850,No,,No,,,No
5476,Hamilton,219,,STINSON ST,,Inventoried,,No,,No,,,No
5477,Hamilton,166,,LOCKE ST N,,Inventoried,1880,No,,No,,,No
